start pipeline configuration
start mask
finished mask
         1911383 function calls (1882899 primitive calls) in 26.152 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 representer.py:70(add_multi_representer)
        2    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 sasreader.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:165(FormatError)
        1    0.000    0.000    0.000    0.000 nodes.py:722(Compare)
        1    0.000    0.000    0.000    0.000 formatters.py:7(PartialFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:79(Namespace)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2189(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 tz.py:988(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 pytables.py:2886(PanelFixed)
        1    0.000    0.000    0.000    0.000 _tqdm.py:38(TqdmDeprecationWarning)
        2    0.000    0.000    0.000    0.000 pdfconfig.py:248(<listcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 trifinder.py:29(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 scale.py:130(Log2Transform)
        1    0.000    0.000    0.000    0.000 format.py:2329(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        2    0.000    0.000    0.000    0.000 tifffile.py:2791(is_shaped)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 utils.py:511(Dispatch)
        1    0.000    0.000    0.000    0.000 patches.py:3041(Bar)
        1    0.000    0.000    0.000    0.000 common.py:68(CParserError)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 ticker.py:1440(LinearLocator)
        1    0.000    0.000    0.000    0.000 patches.py:3478(CurveAB)
        1    0.000    0.000    0.000    0.000 base_registry.py:96(config)
        1    0.000    0.000    0.000    0.000 OXDimage.py:507(Section)
        1    0.000    0.000    0.000    0.000 plans.py:3450(Scan)
        1    0.000    0.000    0.000    0.000 core.py:505(LiveRaster)
        1    0.000    0.000    0.000    0.000 ticker.py:1042(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2411(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 inspect.py:855(BlockFinder)
        1    0.000    0.000    0.000    0.000 nodes.py:275(Stmt)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 _make.py:19(_Nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 config.py:527(_select_options)
        1    0.000    0.000    0.000    0.000 minidom.py:1266(Identified)
        1    0.000    0.000    0.000    0.000 __init__.py:386(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 qtproxies.py:306(QVBoxLayout)
        1    0.000    0.000    0.000    0.000 typing.py:1910(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4998(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 sql.py:29(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 handlers.py:47(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 rewrite.py:202(RuleSet)
        2    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 detectors.py:2448(HF_4M)
        1    0.000    0.000    0.000    0.000 streams.py:39(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 scheduler.py:3030(KilledWorker)
        1    0.000    0.000    0.000    0.000 detectors.py:2397(HF_262k)
        1    0.000    0.000    0.000    0.000 __init__.py:1543(RootLogger)
        1    0.000    0.000    0.000    0.000 nodes.py:393(Expr)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 detectors.py:2431(HF_2M)
        2    0.000    0.000    0.000    0.000 tifffile.py:1868(is_imagej)
        1    0.000    0.000    0.000    0.000 json.py:484(SeriesParser)
        1    0.000    0.000    0.000    0.000 test_h5p.py:70(TestPL)
        1    0.000    0.000    0.000    0.000 __init__.py:1647(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 pipeline_utils.py:15(if_calibration)
        6    0.000    0.000    0.000    0.000 _make.py:37(__repr__)
        1    0.000    0.000    0.000    0.000 test_group.py:149(TestDelete)
        1    0.000    0.000    0.000    0.000 __init__.py:597(IResourceProvider)
        1    0.000    0.000    0.000    0.000 expressions.py:50(Expression)
        1    0.000    0.000    0.000    0.000 common.py:76(DtypeWarning)
        1    0.000    0.000    0.000    0.000 calendar.py:499(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:178(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 serialize.py:181(Serialized)
        4    0.000    0.000    0.000    0.000 rcsetup.py:500(update_savefig_format)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 axes_divider.py:305(AxesLocator)
        1    0.000    0.000    0.000    0.000 axes_size.py:57(Fixed)
        1    0.000    0.000    0.000    0.000 interface.py:618(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 extras.py:1398(mr_class)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 auth.py:109(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 ioloop.py:969(_Timeout)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 detectors.py:2139(RayonixMx225hs)
        1    0.000    0.000    0.000    0.000 qtproxies.py:257(QObject)
        2    0.000    0.000    0.000    0.000 cbook.py:1677(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:284(AreaDetectorHDF5SWMRTimestampHandler)
        1    0.000    0.000    0.000    0.000 formlayout.py:109(ColorLayout)
        1    0.000    0.000    0.000    0.000 group.py:481(HardLink)
        1    0.000    0.000    0.000    0.000 cbook.py:325(toint)
        1    0.000    0.000    0.000    0.000 widgets.py:475(CheckButtons)
        1    0.000    0.000    0.000    0.000 typing.py:2152(re)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3304(mielke_gen)
        1    0.000    0.000    0.000    0.000 colorbar.py:1258(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 test_group.py:255(BaseMapping)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 qtproxies.py:355(QAbstractSpinBox)
        1    0.000    0.000    0.000    0.000 nodes.py:434(UnaryExpr)
        1    0.000    0.000    0.000    0.000 testing.py:2293(SimpleMock)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:184(BLUR)
        1    0.000    0.000    0.000    0.000 colors.py:703(ListedColormap)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 nodes.py:563(Keyword)
        1    0.000    0.000    0.000    0.000 protocols.py:62(Protocol)
        1    0.000    0.000    0.000    0.000 dataset.py:137(AstypeContext)
        1    0.000    0.000    0.000    0.000 stata.py:466(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 client.py:1277(NotConnected)
        1    0.000    0.000    0.000    0.000 __init__.py:410(LibraryLoader)
        1    0.000    0.000    0.000    0.000 typing.py:1099(Generic)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:564(Skip)
        1    0.000    0.000    0.000    0.000 pipeline_utils.py:23(if_not_calibration)
        1    0.000    0.000    0.000    0.000 configparser.py:166(Error)
        1    0.000    0.000    0.000    0.000 arrayprint.py:654(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 zipfile.py:674(_Tellable)
        1    0.000    0.000    0.000    0.000 stack_context.py:83(__init__)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:21(Filter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:943(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 detectors.py:2005(RayonixSx165)
        1    0.000    0.000    0.000    0.000 detectors.py:2662(Apex2)
        1    0.000    0.000    0.000    0.000 patches.py:3765(Simple)
        1    0.000    0.000    0.000    0.000 utils.py:1055(ProgressBarManager)
        1    0.000    0.000    0.000    0.000 configparser.py:241(NoOptionError)
        1    0.000    0.000    0.000    0.000 cbook.py:2358(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:210(_is_Intel)
        1    0.000    0.000    0.000    0.000 channels.py:108(ChannelClient)
        1    0.000    0.000    0.000    0.000 average.py:65(ImageReductionFilter)
        1    0.000    0.000    0.000    0.000 offsets.py:2052(YearOffset)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:204(DETAIL)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2574(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 utils.py:388(StructMeta)
        1    0.000    0.000    0.000    0.000 qtproxies.py:393(QMdiArea)
        1    0.000    0.000    0.000    0.000 mathtext.py:1074(StixSansFonts)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:26(ParasiteAxesBase)
        1    0.000    0.000    0.000    0.000 qtproxies.py:338(QTabWidget)
        1    0.000    0.000    0.000    0.000 stack_context.py:82(_State)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(ValidationError)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1755(FileCookieJar)
        1    0.000    0.000    0.000    0.000 detectors.py:2250(RayonixSx85hs)
        1    0.000    0.000    0.000    0.000 tifffile.py:4906(TIFF_SUBFILE_TYPES)
        1    0.000    0.000    0.000    0.000 request.py:1135(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 pool.py:625(MapResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2776(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 cookies.py:100(MockResponse)
        1    0.000    0.000    0.000    0.000 handlers.py:413(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 utils_comm.py:84(WrappedKey)
        1    0.000    0.000    0.000    0.000 fitpack2.py:514(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 nodes.py:768(Add)
        1    0.000    0.000    0.000    0.000 widgets.py:772(SubplotTool)
        1    0.000    0.000    0.000    0.000 plans.py:3609(SpiralScan)
        1    0.000    0.000    0.000    0.000 plans.py:3428(ListScan)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:4(VerificationError)
        1    0.000    0.000    0.000    0.000 geo.py:27(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 io.py:644(AsciiWriter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1226(XMLPullParser)
        1    0.000    0.000    0.000    0.000 test_attrs.py:98(TestUnicode)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:213(EDGE_ENHANCE)
        3    0.000    0.000    0.000    0.000 _version.py:46(NotThisMethod)
        1    0.000    0.000    0.000    0.000 detectors.py:2463(HF_9M)
        1    0.000    0.000    0.000    0.000 environment.py:1190(TemplateStream)
        1    0.000    0.000    0.000    0.000 detectors.py:2294(RayonixMx325)
        2    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 plans.py:3548(InnerProductScan)
        1    0.000    0.000    0.000    0.000 __init__.py:274(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 offsetbox.py:336(VPacker)
        1    0.000    0.000    0.000    0.000 quadpack.py:732(_NQuad)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 nanops.py:31(disallow)
        1    0.000    0.000    0.000    0.000 indenter.py:45(_IndentedCodeWriter)
        1    0.000    0.000    0.000    0.000 packers.py:730(Unpacker)
        1    0.000    0.000    0.000    0.000 typing.py:1756(MutableSequence)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 handlers.py:313(_HdfMapsHandlerBase)
        1    0.000    0.000    0.000    0.000 selections.py:315(FancySelection)
        1    0.000    0.000    0.000    0.000 nodes.py:59(NodeType)
        1    0.000    0.000    0.000    0.000 test_attrs_data.py:84(TestTypes)
        1    0.000    0.000    0.000    0.000 legend_handler.py:569(__init__)
        2    0.000    0.000    0.000    0.000 tifffile.py:1863(is_vista)
        1    0.000    0.000    0.000    0.000 typing.py:144(_TypingBase)
        1    0.000    0.000    0.000    0.000 transports.py:45(ReadTransport)
        1    0.000    0.000    0.000    0.000 offsets.py:1259(SemiMonthEnd)
        2    0.000    0.000    0.000    0.000 calendar.py:72(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1021(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 specifiers.py:725(<genexpr>)
        1    0.000    0.000    0.000    0.000 loaders.py:270(DictLoader)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 common.py:351(MMapWrapper)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:8(ExtType)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 format.py:1609(ExcelCell)
        1    0.000    0.000    0.000    0.000 __init__.py:2518(version)
        1    0.000    0.000    0.000    0.000 pytables.py:2764(SparseFrameFixed)
        1    0.000    0.000    0.000    0.000 test_attrs.py:144(TestMutableMapping)
        1    0.000    0.000    0.000    0.000 pipeline_utils.py:7(if_dark)
        1    0.000    0.000    0.000    0.000 widgets.py:624(RadioButtons)
        1    0.000    0.000    0.000    0.000 _utils.py:9(URIDict)
        1    0.000    0.000    0.000    0.000 detectors.py:2272(RayonixMx425hs)
        1    0.000    0.000    0.000    0.000 errors.py:4(TransitionError)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 bioformats.py:105(MetadataRetrieve)
        1    0.000    0.000    0.000    0.000 numeric.py:137(is_all_dates)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 plm.py:700(NonPooledPanelOLS)
        1    0.000    0.000    0.000    0.000 uiparser.py:153(ButtonGroup)
        1    0.000    0.000    0.000    0.000 nodes.py:696(Slice)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
        1    0.000    0.000    0.000    0.000 testing.py:1980(TestSubDict)
        1    0.000    0.000    0.000    0.000 events.py:516(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 _common.py:97(_tzinfo)
        1    0.000    0.000    0.000    0.000 interface.py:633(IdentityOperator)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2331(Empty)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 ticker.py:2316(AutoLocator)
        1    0.000    0.000    0.000    0.000 _version.py:51(NotThisMethod)
        1    0.000    0.000    0.000    0.000 utils.py:40(NoReplayAllowed)
        1    0.000    0.000    0.000    0.000 util.py:69(ObjectDict)
        1    0.000    0.000    0.000    0.000 axes_size.py:92(AxesX)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(FileModeWarning)
        1    0.000    0.000    0.000    0.000 blocking_input.py:299(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 tifffile.py:3100(ParseError)
        1    0.000    0.000    0.000    0.000 average.py:162(SumAveraging)
        1    0.000    0.000    0.000    0.000 legend_handler.py:364(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 common.py:92(ParserWarning)
        1    0.000    0.000    0.000    0.000 config.py:577(_get_registered_option)
        1    0.000    0.000    0.000    0.000 detectors.py:1097(Pilatus300k)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 __init__.py:188(c_uint)
        1    0.000    0.000    0.000    0.000 tifimage.py:234(Tiff_header)
        1    0.000    0.000    0.000    0.000 argparse.py:1048(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        2    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 patches.py:3646(BracketAB)
        1    0.000    0.000    0.000    0.000 indexing.py:27(get_indexers_list)
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        1    0.000    0.000    0.000    0.000 mathtext.py:1907(Fil)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:74(_ModuleWrapper)
        1    0.000    0.000    0.000    0.000 typing.py:1688(Reversible)
        1    0.000    0.000    0.000    0.000 transports.py:65(WriteTransport)
        1    0.000    0.000    0.000    0.000 fabioutils.py:622(NotGoodReader)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:721(test_uint32_int64)
        1    0.000    0.000    0.000    0.000 test_dataset.py:351(TestCreateLZF)
        1    0.000    0.000    0.000    0.000 nodes.py:349(Block)
        1    0.000    0.000    0.000    0.000 ticker.py:2054(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        4    0.000    0.000    0.000    0.000 subprocess.py:816(_remaining_time)
        1    0.000    0.000    0.000    0.000 __init__.py:938(StreamHandler)
        1    0.000    0.000    0.000    0.000 detectors.py:2032(RayonixSx200)
        1    0.000    0.000    0.000    0.000 test_dataset.py:384(TestCreateShuffle)
        1    0.000    0.000    0.000    0.000 cpython.py:26(_PyObject)
        1    0.000    0.000    0.000    0.000 protocols.py:116(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:284(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 test_group.py:112(TestDtypeAssignment)
        1    0.000    0.000    0.000    0.000 mlab.py:3612(GaussianKDE)
        1    0.000    0.000    0.000    0.000 tiff_stack.py:472(MM_TiffStack)
        1    0.000    0.000    0.000    0.000 axes_divider.py:360(SubplotDivider)
        3    0.000    0.000    0.000    0.000 dis.py:251(_get_name_info)
        1    0.000    0.000    0.000    0.000 request.py:1548(DataHandler)
        1    0.000    0.000    0.000    0.000 marccdimage.py:315(MarccdImage)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:85(MedianFilter)
        1    0.000    0.000    0.000    0.000 mathtext.py:243(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 plans.py:3575(OuterProductScan)
        1    0.000    0.000    0.000    0.000 qtproxies.py:280(QFont)
        1    0.000    0.000    0.000    0.000 queues.py:328(LifoQueue)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 detectors.py:1309(Eiger1M)
        1    0.000    0.000    0.000    0.000 base.py:647(GroupByMixin)
        1    0.000    0.000    0.000    0.000 test_datatype.py:12(TestVlen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2805(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 selections.py:231(SimpleSelection)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 typing.py:1617(AsyncIterable)
        1    0.000    0.000    0.000    0.000 axes_size.py:221(Fraction)
        1    0.000    0.000    0.000    0.000 core.py:6214(_extrema_operation)
        6    0.000    0.000    0.000    0.000 nanops.py:763(make_nancomp)
        1    0.000    0.000    0.000    0.000 core.py:2358(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1074(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 colors.py:898(LogNorm)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1286(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 utils.py:601(Joiner)
        1    0.000    0.000    0.000    0.000 fitpack2.py:755(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 patches.py:2406(Roundtooth)
        1    0.000    0.000    0.000    0.000 ticker.py:408(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 enum.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:400(Struct)
        1    0.000    0.000    0.000    0.000 event_streams.py:659(map)
        1    0.000    0.000    0.000    0.000 _common.py:53(_DatetimeWithFold)
        1    0.000    0.000    0.000    0.000 widgets.py:921(Cursor)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:968(test_subprocess)
        1    0.000    0.000    0.000    0.000 scale.py:308(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 core.py:696(zip_latest)
        1    0.000    0.000    0.000    0.000 test_dimension_scales.py:21(BaseDataset)
        1    0.000    0.000    0.000    0.000 requirements.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1571(PickEvent)
        1    0.000    0.000    0.000    0.000 ssh.py:20(bcolors)
        1    0.000    0.000    0.000    0.000 test_slicing.py:225(TestEmptySlicing)
        1    0.000    0.000    0.000    0.000 calendar.py:29(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 test_dataset.py:213(TestCreateFillvalue)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _pslinux.py:668(_Ipv6UnsupportedError)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:19(TriInterpolator)
        1    0.000    0.000    0.000    0.000 calendar.py:133(__init__)
        1    0.000    0.000    0.000    0.000 event_streams.py:1305(zip_latest)
        1    0.000    0.000    0.000    0.000 sqlite.py:124(DatumCollection)
        1    0.000    0.000    0.000    0.000 nodes.py:453(Name)
        1    0.000    0.000    0.000    0.000 common.py:147(DatetimeProperties)
        3    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 test_dimension_scales.py:109(TestDimensionManager)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManager)
        1    0.000    0.000    0.000    0.000 serialize.py:67(typename)
        1    0.000    0.000    0.000    0.000 widgets.py:2057(EllipseSelector)
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 plans.py:3439(RelativeListScan)
        1    0.000    0.000    0.000    0.000 utils.py:60(evalcontextfunction)
        1    0.000    0.000    0.000    0.000 test_dataset.py:55(TestCreateShape)
        1    0.000    0.000    0.000    0.000 _multivariate.py:993(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 binned_statistic.py:547(RPhiBinnedStatistic)
        1    0.000    0.000    0.000    0.000 _core.py:2159(_sanitize)
        1    0.000    0.000    0.000    0.000 __init__.py:275(_MarkupEscapeHelper)
        1    0.000    0.000    0.000    0.000 typing.py:1832(DefaultDict)
        1    0.000    0.000    0.000    0.000 fitpack2.py:989(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 axes_size.py:174(MaxWidth)
        1    0.000    0.000    0.000    0.000 reduction.py:203(_C)
        1    0.000    0.000    0.000    0.000 qtproxies.py:275(QLinearGradient)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 streamplot.py:279(Grid)
        1    0.000    0.000    0.000    0.000 core.py:14(DeprecatedBundleWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 test_h5.py:23(TestH5)
        1    0.000    0.000    0.000    0.000 nodes.py:364(FromImport)
        1    0.000    0.000    0.000    0.000 detectors.py:1175(PilatusCdTe300kw)
        1    0.000    0.000    0.000    0.000 event_streams.py:1147(BundleSingleStream)
        1    0.000    0.000    0.000    0.000 futures.py:33(_TracebackLogger)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 case.py:293(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1612(KeyEvent)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 test_group.py:185(TestOpen)
        1    0.000    0.000    0.000    0.000 coroutines.py:58(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:14(QueueEmpty)
        1    0.000    0.000    0.000    0.000 transformsqtofq.py:24(TransformSQToFQ)
        1    0.000    0.000    0.000    0.000 merge.py:950(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 selections2.py:76(ScalarReadSelection)
        1    0.000    0.000    0.000    0.000 __init__.py:10(ExtType)
        1    0.000    0.000    0.000    0.000 queues.py:32(QueueFull)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:673(__iter__)
        1    0.000    0.000    0.000    0.000 utils.py:151(IndexCallable)
        1    0.000    0.000    0.000    0.000 sqlite.py:183(ResourceCollection)
        1    0.000    0.000    0.000    0.000 geo.py:478(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 qtproxies.py:369(QToolBox)
        1    0.000    0.000    0.000    0.000 pytables.py:3829(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:55(Unpickler)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1363(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 merge.py:67(MergeError)
        1    0.000    0.000    0.000    0.000 request.py:588(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 configparser.py:252(InterpolationError)
        1    0.000    0.000    0.000    0.000 indexing.py:42(_IndexSlice)
        1    0.000    0.000    0.000    0.000 compiler.py:130(Frame)
        3    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:57(MyGen)
        1    0.000    0.000    0.000    0.000 indexing.py:1299(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 properties.py:74(needsWidget)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 typing.py:200(_ForwardRef)
        1    0.000    0.000    0.000    0.000 mathtext.py:1311(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 qtproxies.py:334(QMenu)
        1    0.000    0.000    0.000    0.000 axes_divider.py:885(LocatableAxesBase)
